226:4,3,7,1,8,6,7,3,9,6,9,5,6,2,7,3,6,9,2,7,9,9,1,5,6,6,7,2,5,1
227:1,9,5,6,6,4,6,5,1,9,8,3,1,1,7,3,7,8,1,6,3,1,8,3,9,6,2,3,3,4
228:6,9,8,6,9,5,5,7,6,1,4,5,2,9,3,9,2,3,5,5,9,3,7,8,8,5,8,5,6,2
229:1,9,9,9,4,9,4,3,8,1,5,6,5,9,1,7,7,5,2,5,7,9,8,1,7,1,9,7,5,9
230:6,2,8,5,7,5,3,9,6,6,9,4,7,9,9,9,1,6,2,5,3,3,4,6,8,8,5,8,7,8
231:9,7,3,8,9,4,2,3,1,4,9,7,2,1,8,6,2,8,8,3,9,3,4,9,9,2,1,3,1,9
232:6,6,5,8,9,3,5,3,8,1,7,8,2,4,9,7,3,7,6,5,9,2,1,6,8,4,8,1,8,7
233:5,7,6,6,2,8,7,4,4,9,4,6,7,3,5,4,5,9,4,5,8,4,5,8,5,4,5,5,8,7
234:5,7,9,5,3,7,7,9,7,7,1,7,8,9,7,6,1,3,6,7,1,3,6,2,1,4,6,6,4,5
235:6,5,8,5,3,1,9,8,7,1,7,8,8,7,2,6,9,4,3,8,5,7,3,5,2,6,3,8,4,5
236:7,7,2,6,2,9,1,2,5,6,5,8,9,5,8,6,6,3,4,9,3,8,7,6,5,6,1,7,1,8
237:5,2,1,9,6,5,2,2,2,6,9,9,9,2,8,1,4,7,3,2,8,7,4,8,5,5,8,5,4,8
238:9,4,7,5,4,7,4,4,5,3,5,6,4,2,8,5,4,1,2,8,8,5,6,2,9,5,3,6,2,5
239:4,6,8,4,3,8,3,9,7,9,1,1,4,9,6,1,5,5,4,8,3,8,2,8,8,2,8,2,2,6
240:5,3,1,2,8,4,9,2,9,2,7,7,4,3,6,7,4,7,9,7,8,3,2,4,1,4,9,9,6,1
241:3,1,8,4,4,4,9,9,3,9,3,6,1,8,3,9,7,3,7,9,7,2,1,3,2,8,2,9,3,4
242:4,8,1,7,9,3,8,7,5,6,8,4,9,8,5,6,7,5,7,1,1,5,2,7,2,1,9,6,9,1
243:5,7,1,8,7,3,6,3,2,4,7,7,8,7,9,4,6,2,5,2,3,6,4,1,9,9,5,5,7,2
244:4,2,1,9,1,9,2,5,3,6,9,9,8,5,2,7,3,6,3,4,5,5,4,2,1,7,3,4,1,8
245:4,4,6,4,4,7,4,3,6,6,1,5,9,1,2,2,9,5,1,7,9,8,4,3,9,1,1,7,5,1
246:5,3,1,2,8,4,9,2,9,2,7,7,4,3,6,7,4,7,9,8,8,3,2,4,1,4,9,9,6,1
247:8,4,9,5,9,7,9,1,9,5,3,9,1,3,9,7,9,9,7,7,8,9,8,9,4,9,5,1,1,6
248:7,9,8,3,2,3,4,5,1,1,6,2,8,5,3,8,2,4,8,5,6,2,3,4,1,2,6,8,8,9
249:5,1,7,9,3,2,3,4,9,3,2,9,6,6,9,4,7,3,7,2,6,9,4,1,9,8,2,1,3,5
250:8,1,7,2,4,7,6,1,9,1,8,8,4,9,1,1,2,1,4,2,2,6,4,3,8,7,7,8,5,2
251:4,4,6,4,4,7,4,3,6,6,1,5,9,1,2,2,9,5,5,7,9,8,4,3,9,1,1,7,5,1
252:3,7,6,2,8,4,4,9,9,3,8,6,8,1,1,6,6,2,5,9,5,4,4,9,2,8,4,9,8,4
253:9,1,8,7,8,8,1,6,6,3,2,2,1,1,6,9,6,8,7,7,3,4,5,7,1,2,7,2,7,4
254:5,8,6,3,5,2,6,5,6,5,5,4,5,4,2,6,1,8,1,3,6,2,6,1,1,8,3,6,1,8
255:3,7,8,8,4,2,7,4,3,9,6,1,3,8,8,3,2,8,4,3,8,7,4,2,9,8,4,2,6,4
256:4,6,2,2,4,7,4,1,9,5,5,9,8,3,5,5,1,8,9,6,1,3,4,3,8,9,9,7,3,7
257:9,3,2,9,1,4,3,6,6,8,3,1,5,4,9,3,5,9,1,7,5,3,5,9,6,8,8,7,4,3
258:3,7,4,7,5,6,5,2,5,6,5,1,5,5,6,6,1,7,1,7,7,6,7,9,5,5,4,2,5,5
259:2,7,7,6,9,3,3,1,7,5,3,4,4,2,1,4,9,3,9,9,2,2,1,8,2,4,1,3,5,9
260:7,2,7,6,4,3,4,5,9,6,6,9,4,4,1,7,7,7,7,8,6,8,3,3,1,6,8,1,4,1
261:9,8,6,7,5,3,6,8,4,6,5,8,2,2,9,2,9,7,9,1,9,5,7,1,2,2,7,9,9,6
262:5,9,2,3,1,5,6,6,3,8,3,8,9,9,3,4,4,9,6,7,1,8,4,8,2,7,6,8,4,7
263:6,7,9,1,5,8,3,3,3,8,9,3,2,9,7,8,7,5,8,2,1,2,8,2,7,5,2,6,1,2
264:6,5,8,5,3,1,9,8,7,1,7,8,8,7,2,6,9,4,3,8,5,7,3,5,2,6,3,8,4,6
265:6,6,9,7,5,1,4,6,5,5,2,5,3,4,9,7,2,3,2,4,5,7,3,6,4,4,6,1,8,7
266:4,4,4,6,9,8,5,9,3,9,1,6,8,5,4,5,1,3,3,7,9,2,3,3,2,1,4,4,7,3
267:5,9,2,3,1,5,6,6,3,8,3,8,9,9,3,4,4,9,6,7,1,8,4,8,2,7,6,8,4,7
268:2,6,2,2,8,8,3,8,4,2,2,8,6,8,5,1,6,1,2,2,9,1,7,8,2,8,3,4,7,6
269:7,9,7,6,9,4,8,8,6,1,8,8,1,2,2,9,9,8,1,4,9,6,7,4,3,4,1,5,8,3
270:8,4,8,7,4,4,9,6,3,2,9,4,7,1,6,8,8,1,9,1,1,9,1,1,3,9,6,5,5,3
271:1,2,2,6,7,7,1,6,7,4,8,7,7,1,1,6,9,9,6,2,1,4,9,8,1,6,7,7,8,4
272:1,5,4,4,9,2,8,6,5,4,9,1,6,1,8,2,4,1,3,8,8,5,5,6,3,4,9,7,1,9
273:8,7,2,2,9,2,9,6,1,8,3,5,6,6,9,9,4,8,2,3,5,9,8,8,6,4,9,4,8,1
274:7,9,7,6,9,4,8,8,6,1,8,8,1,2,2,9,9,8,1,4,9,6,7,4,3,4,1,5,8,4
275:6,9,2,7,5,7,4,7,8,3,8,8,6,9,2,4,3,3,3,8,4,5,3,9,4,6,5,7,7,6
276:5,2,2,2,5,2,8,8,4,9,3,8,1,1,2,7,2,9,6,1,7,1,8,4,4,5,9,6,4,9
277:2,1,2,3,6,5,3,8,8,3,6,2,2,4,9,5,3,5,1,5,8,9,9,3,1,1,2,1,3,4
278:6,8,9,5,6,5,3,6,4,5,1,4,2,8,7,4,9,6,8,9,9,6,7,9,4,6,2,1,4,2
279:3,3,4,4,3,1,8,5,4,2,6,4,8,3,4,9,4,8,8,9,4,1,1,1,3,5,7,3,4,5
280:6,2,6,5,5,3,3,9,6,6,9,3,7,5,2,3,2,8,6,4,9,7,1,1,8,7,1,6,1,5
281:5,2,8,7,8,5,5,1,5,2,3,9,3,5,6,5,3,6,3,7,5,8,2,9,5,6,5,7,1,6
282:2,6,9,7,5,1,4,6,5,5,2,5,3,4,9,7,2,3,2,4,5,7,3,6,4,4,6,1,8,8
283:3,4,6,3,8,3,8,5,8,8,3,8,1,6,5,1,2,8,1,8,4,6,4,7,3,9,8,5,3,3
284:4,5,2,3,3,4,3,1,6,5,5,4,4,6,6,1,8,9,9,2,2,5,6,3,4,8,2,4,1,7
285:7,9,6,6,5,7,1,2,4,2,2,8,9,5,3,4,4,2,4,2,9,1,9,7,7,9,2,6,6,4
286:5,2,1,9,6,5,2,2,2,6,9,9,9,2,8,1,4,7,3,2,8,7,4,5,5,5,8,5,4,5
287:1,8,6,4,4,4,9,5,2,1,2,4,5,5,5,5,1,4,3,2,9,3,7,3,2,9,5,7,7,7
288:6,5,2,1,1,4,1,2,8,3,8,1,9,1,5,7,5,3,1,3,3,5,2,3,6,7,9,6,1,1
289:6,2,6,5,5,3,3,9,6,6,9,3,7,5,2,1,2,8,6,4,9,7,1,1,8,7,1,6,1,5
290:1,9,5,7,2,6,2,5,5,4,3,9,6,3,8,1,9,8,7,2,5,8,9,7,5,2,9,4,6,3
291:7,2,1,5,5,7,7,6,7,6,6,1,4,4,4,7,5,5,6,3,1,6,9,1,1,7,3,6,2,3
292:7,5,2,4,4,6,9,1,9,5,6,5,5,4,2,7,8,5,4,4,5,7,7,3,1,8,3,1,7,6
293:1,2,1,7,7,4,5,9,3,9,9,7,9,8,4,3,4,6,1,1,3,8,8,4,1,7,2,6,2,8
294:6,4,2,3,7,7,9,4,2,8,5,2,1,5,3,8,8,7,9,8,2,6,9,4,6,7,3,9,8,5
295:6,5,2,7,5,7,2,4,9,8,8,2,2,8,6,2,9,2,7,9,8,1,5,8,7,8,9,4,2,9
296:9,3,4,9,3,6,1,1,3,1,7,9,1,6,8,2,3,1,7,4,6,7,5,6,8,6,7,6,5,6
297:5,5,4,7,7,6,4,2,5,5,6,5,5,5,5,5,6,5,8,3,9,4,2,9,5,1,9,4,9,6
298:6,8,5,9,4,9,9,1,6,5,1,9,3,2,1,5,4,7,1,9,8,9,8,4,9,4,8,9,1,6
299:9,9,5,9,4,3,2,6,4,9,7,8,9,8,8,3,9,2,6,9,2,2,5,5,8,6,2,9,5,5
300:4,2,4,5,9,4,3,1,3,9,3,8,7,9,6,1,6,6,3,5,5,6,5,9,4,8,5,1,8,7
301:9,1,7,8,5,1,7,1,5,7,4,9,1,5,3,7,3,3,1,3,8,2,9,4,2,6,5,9,6,5
302:6,9,8,6,9,5,5,7,6,1,4,5,2,9,3,9,2,3,5,5,9,3,7,8,8,5,8,5,6,2
303:1,4,6,6,7,6,1,8,2,1,9,2,2,7,6,8,3,7,2,9,1,6,8,8,2,9,9,1,3,5
304:4,1,7,5,9,6,7,6,4,6,6,3,4,5,2,7,9,4,1,7,9,3,7,7,3,1,6,7,1,6
305:1,1,2,5,8,3,5,9,9,8,5,9,1,2,8,4,8,8,9,9,3,8,5,9,6,4,8,4,4,2
306:1,9,7,9,4,7,2,1,4,4,3,2,4,5,1,8,8,4,5,9,3,8,7,4,7,6,7,1,3,6
307:9,1,1,3,4,5,9,1,1,4,8,9,2,1,3,1,5,5,7,5,7,3,3,9,1,8,2,6,1,1
308:2,6,9,7,5,2,3,9,5,1,3,5,3,5,1,8,8,6,2,2,1,4,1,5,4,3,5,2,1,6
309:1,8,6,4,4,4,9,5,2,1,2,4,5,5,5,6,1,4,3,2,9,3,7,3,2,9,5,7,7,7
310:3,1,4,3,8,1,6,9,3,6,8,6,6,1,6,5,1,9,2,1,7,5,5,7,6,2,3,9,5,7
311:5,8,4,5,5,7,9,5,6,6,2,1,4,5,7,6,6,5,6,9,2,9,8,5,6,4,5,4,3,5
312:8,7,3,8,4,6,5,6,2,2,1,5,2,8,5,8,5,6,7,4,8,3,8,6,3,9,6,9,3,7
313:7,9,5,8,3,7,1,8,9,8,8,2,8,8,9,8,1,3,5,8,5,8,3,6,8,4,2,3,4,2
314:3,1,8,4,4,4,9,9,3,9,3,6,1,8,3,9,7,3,7,9,7,2,1,3,2,8,4,9,3,1
315:9,2,2,4,5,7,6,5,2,1,7,4,5,5,1,6,3,2,7,5,1,1,6,9,1,3,5,5,1,2
316:6,6,5,2,9,1,4,6,9,5,7,4,2,5,1,3,5,7,9,7,3,7,3,2,6,6,3,2,6,4
317:6,6,5,2,9,1,4,6,9,5,7,4,2,5,1,3,5,7,9,7,3,7,3,2,6,6,3,2,6,8
318:7,9,6,6,5,7,1,2,4,2,2,8,9,5,3,4,4,2,4,2,9,1,9,7,7,9,2,6,6,9
319:1,5,3,5,7,3,5,9,7,5,7,4,5,4,1,8,6,1,4,8,6,2,6,4,2,9,8,6,1,3
320:2,8,5,3,9,4,6,6,1,3,8,4,2,6,9,4,3,9,8,8,8,2,6,6,2,8,4,9,9,4
321:1,2,1,7,7,4,2,9,3,9,9,7,9,8,4,3,4,6,1,1,3,8,8,4,1,7,2,6,2,8
322:7,9,5,8,3,7,1,8,9,8,8,2,8,8,9,8,1,3,5,8,5,8,3,6,8,4,2,4,4,8
323:6,8,8,6,1,6,9,7,3,8,5,8,9,6,4,7,1,2,9,2,8,4,3,1,6,6,2,9,1,9
324:9,2,9,8,6,2,7,6,9,1,9,7,2,6,6,2,7,9,4,1,6,4,3,1,3,5,5,9,3,2
325:6,1,6,7,8,9,2,9,3,1,9,7,4,6,2,5,8,7,8,9,5,3,2,9,3,8,1,5,3,4
326:6,6,5,2,9,1,4,6,9,5,7,4,9,5,1,3,5,7,9,7,3,7,3,2,6,6,3,2,6,4
327:1,1,5,4,3,5,2,1,2,1,9,3,9,8,9,7,4,3,9,1,8,3,9,2,1,6,1,7,3,3
328:3,1,4,3,8,1,6,9,3,6,8,6,6,1,5,5,1,9,2,1,7,5,5,7,6,2,3,9,5,2
329:6,8,9,5,6,5,3,6,4,5,1,4,2,8,7,4,9,6,8,9,9,6,7,9,4,6,2,1,4,3
330:1,5,4,4,1,3,8,8,6,1,5,4,2,2,6,1,2,9,9,7,1,4,4,8,5,2,2,4,3,6
331:4,6,8,8,4,7,8,6,1,5,8,8,2,2,9,3,9,1,9,7,3,7,4,8,8,9,4,4,2,9
332:5,1,8,4,4,9,7,4,3,1,2,7,6,9,8,4,3,5,1,9,5,7,8,6,9,2,4,2,6,8
333:5,9,7,3,5,2,5,5,8,9,1,5,6,3,6,5,3,5,5,2,3,3,7,3,1,8,4,3,8,3
334:8,9,1,8,2,4,1,5,2,9,4,9,3,5,2,3,8,9,5,9,9,6,9,8,9,1,7,2,5,8
335:8,9,1,8,2,4,8,5,2,9,4,9,3,5,2,3,8,9,5,9,9,6,9,8,9,1,7,2,5,8
336:7,6,9,6,4,9,4,7,3,9,4,7,1,9,7,1,9,7,3,6,6,5,6,3,2,2,4,7,1,3
337:9,3,9,8,1,2,8,9,3,1,8,9,1,1,5,8,4,4,1,8,4,3,9,7,8,6,9,5,1,5
338:1,9,6,2,2,5,6,5,9,7,6,5,7,6,1,6,7,3,4,9,5,9,3,1,9,6,5,5,4,2
339:7,9,7,3,4,7,5,7,7,8,6,3,4,2,7,6,6,9,8,6,6,2,1,5,4,8,5,7,3,6
340:9,1,1,6,4,2,8,7,4,7,4,4,2,5,3,4,9,5,9,8,9,2,7,8,5,1,2,6,6,8
341:7,9,9,8,7,7,3,7,4,8,5,1,6,5,3,9,5,8,8,8,8,7,3,8,7,4,5,2,7,7
342:1,1,2,3,1,3,5,7,4,1,5,6,6,4,5,7,1,6,7,8,8,2,8,7,3,8,4,2,2,7
343:2,3,9,8,2,9,4,3,5,7,1,7,9,9,4,9,9,9,5,5,4,3,4,6,9,7,9,5,6,5
344:1,4,4,8,7,9,9,8,3,9,1,8,8,9,7,4,6,7,6,5,6,8,3,9,1,9,1,6,2,6
345:8,3,2,5,8,5,9,5,3,1,4,6,2,4,1,8,2,3,3,6,6,7,8,8,2,9,8,4,4,4
346:4,8,5,2,1,3,5,2,3,2,7,1,8,2,2,1,1,4,2,1,5,4,8,1,5,5,5,2,8,6
347:2,5,1,5,9,2,3,5,9,3,1,3,6,1,8,7,4,7,2,6,5,7,6,5,2,1,2,8,8,6
348:3,1,9,7,9,5,4,7,2,7,3,5,9,4,5,9,1,9,1,9,5,2,4,8,9,6,1,6,2,1
349:6,7,9,1,5,8,3,3,3,8,9,3,2,9,7,8,7,5,8,2,1,2,8,2,7,5,2,6,1,9
350:2,7,5,3,6,1,5,6,5,8,1,3,2,1,5,4,8,1,9,3,8,3,8,8,6,9,5,3,4,4
351:5,5,1,6,8,9,6,8,3,8,2,2,9,4,8,8,6,1,4,5,7,6,6,3,3,1,6,5,8,4
352:8,4,8,7,4,4,9,6,3,2,9,4,7,1,6,8,8,1,9,1,1,9,1,1,3,9,6,5,5,6
353:7,6,3,9,2,1,1,1,8,7,1,2,1,5,1,4,3,4,3,3,3,9,2,7,9,2,6,5,8,3
354:1,6,9,6,8,8,4,5,5,7,2,3,9,2,2,3,7,7,1,9,9,7,3,8,4,4,1,5,1,1
355:1,3,3,3,3,5,4,5,1,4,9,5,4,5,1,8,6,1,3,1,6,4,8,2,1,8,9,2,4,6
356:9,8,4,5,6,8,1,7,2,3,7,3,1,5,6,8,9,7,7,7,8,9,8,1,3,8,9,8,6,7
357:3,7,2,3,9,2,4,4,4,6,4,7,4,4,5,9,1,3,8,2,4,8,6,7,7,4,8,3,7,4
358:3,5,8,5,6,2,7,4,5,1,8,9,1,5,1,3,7,2,1,5,6,4,1,5,6,4,7,2,7,9
359:2,8,9,2,6,8,2,6,3,4,5,3,4,1,9,5,1,6,7,2,6,7,2,4,4,6,5,3,3,6
360:8,7,3,8,4,6,5,6,2,2,1,5,2,8,5,8,5,6,7,4,8,3,8,6,3,9,6,9,3,5
361:1,9,5,7,2,6,2,5,5,4,9,9,6,3,8,1,9,8,7,2,5,8,9,7,5,2,9,4,6,4
362:6,9,3,9,3,6,1,6,2,2,9,4,8,1,1,5,1,2,3,5,4,1,4,4,8,9,4,8,4,8
363:4,9,7,5,8,2,5,2,3,2,2,2,8,8,9,6,5,2,2,3,3,3,9,2,1,2,7,2,1,9
364:2,7,7,6,5,3,3,1,7,5,3,4,4,2,1,4,9,3,9,9,2,2,1,8,2,4,1,3,5,9
365:5,7,3,1,8,9,9,8,4,4,8,9,7,7,8,9,7,1,9,7,9,2,9,7,6,3,2,4,3,2
366:6,9,3,9,3,1,1,6,2,2,9,4,8,1,1,5,1,2,3,5,4,1,4,4,8,9,4,8,4,9
367:5,5,4,7,7,6,4,2,5,5,6,5,5,5,5,5,6,5,8,3,9,4,2,9,5,1,9,4,9,6
368:3,1,9,7,9,5,4,7,2,7,3,5,9,4,5,9,5,9,1,9,5,2,4,8,9,6,1,6,2,4
369:7,8,1,8,2,8,6,5,7,1,2,7,5,5,3,8,8,5,8,1,3,6,9,7,1,9,7,7,7,8
370:1,7,6,4,7,4,9,3,4,5,6,2,1,7,1,2,7,5,2,6,7,5,6,3,4,4,8,6,1,9
371:8,2,7,4,4,6,2,6,5,9,8,3,3,7,8,3,4,6,6,5,7,9,2,6,9,6,5,7,9,4
372:8,4,7,1,5,5,5,7,4,6,5,3,9,6,6,1,2,2,1,4,2,8,4,1,4,4,9,3,1,2
373:1,5,4,4,1,3,8,8,6,1,5,4,2,2,6,1,2,9,9,7,1,4,4,8,5,2,2,4,3,2
374:8,2,7,4,4,6,2,6,5,9,8,3,3,7,8,3,4,6,6,5,3,9,2,6,9,6,5,7,9,4
375:4,6,7,1,6,1,2,1,4,6,7,2,9,1,4,9,3,2,4,4,8,9,4,4,7,9,3,8,7,2
376:4,6,9,5,3,6,8,8,5,7,8,8,5,3,9,2,2,3,4,7,7,7,3,7,8,4,3,1,7,4
377:3,1,8,6,4,8,8,3,3,3,2,6,6,8,8,9,8,8,8,5,7,5,5,5,9,4,9,9,4,8
378:8,5,5,4,1,9,8,8,1,8,8,4,8,6,6,9,8,4,8,8,9,2,2,6,3,3,5,3,6,4
379:1,5,3,5,7,3,5,9,7,5,7,4,5,4,1,8,6,1,4,8,6,2,6,4,4,9,8,6,1,9
380:6,3,5,4,3,2,4,2,5,9,3,2,7,5,4,7,6,5,2,8,2,8,9,9,3,9,2,1,5,1
381:4,2,7,7,6,1,8,1,5,5,1,6,9,6,7,3,4,3,4,5,4,4,8,9,5,4,9,8,1,4
382:8,4,7,9,2,8,5,9,2,8,3,8,8,3,4,8,5,5,5,6,4,9,9,9,3,8,4,5,8,5
383:7,9,1,8,6,5,1,5,5,7,7,5,3,3,3,5,2,6,9,1,7,8,6,5,6,5,5,6,8,4
384:2,1,2,3,6,5,3,8,8,3,6,2,2,4,9,5,3,5,1,5,8,9,9,3,1,1,2,1,3,7
385:7,9,9,8,7,7,3,7,4,8,5,1,6,5,3,9,5,8,8,8,8,7,3,8,7,4,5,2,7,9
386:2,7,5,2,8,8,8,8,5,3,3,4,4,6,3,2,1,5,9,1,2,7,6,1,5,2,6,3,5,1
387:2,3,4,5,7,9,3,4,2,1,2,2,6,9,5,2,9,7,9,9,7,7,4,8,1,1,5,7,7,2
388:1,5,2,9,1,9,8,4,9,7,2,4,4,3,6,6,5,7,5,7,2,8,7,4,8,1,1,8,6,6
389:9,8,6,7,5,3,6,8,4,6,5,4,2,2,9,2,9,7,9,1,9,5,7,1,2,2,7,9,9,6
390:7,9,4,3,3,9,6,2,6,3,6,5,4,4,1,7,5,5,3,6,2,4,9,9,8,1,8,3,5,3
391:5,6,7,5,3,9,5,8,5,6,3,6,5,5,4,1,6,4,6,7,6,5,3,2,3,6,6,4,2,5
392:7,9,7,3,4,7,5,7,7,8,6,3,4,2,7,6,6,9,8,6,6,2,1,5,4,8,5,7,3,8
393:1,9,5,7,2,6,2,5,5,4,9,9,6,3,8,1,9,8,7,2,5,8,9,7,5,2,9,4,6,3
394:9,6,7,6,4,4,1,2,5,3,3,6,1,9,3,6,7,8,4,3,3,1,3,4,7,8,7,2,8,7
395:1,9,9,9,4,9,4,3,8,1,5,6,5,9,1,7,7,5,2,5,7,9,8,1,7,1,9,7,5,9
396:3,1,3,3,9,4,2,5,4,7,5,1,6,6,5,6,2,8,2,8,8,1,2,2,9,6,8,8,2,1
397:7,3,2,1,5,4,5,2,3,1,8,2,6,1,3,7,1,8,2,8,4,5,4,6,2,1,9,7,2,6
398:5,6,7,5,3,9,5,8,5,6,3,6,5,5,4,1,6,4,6,7,6,5,3,2,3,6,6,4,2,4
399:1,3,6,5,1,8,1,1,9,7,7,1,1,9,2,5,3,7,5,5,9,2,6,9,6,9,6,4,4,6
400:9,9,9,7,1,5,5,3,3,6,5,9,1,8,5,1,8,6,9,1,4,5,3,7,1,5,4,3,9,9
401:7,4,7,7,3,1,2,3,2,6,5,2,6,3,8,7,4,8,7,8,4,7,2,6,2,3,1,4,1,1
402:7,7,6,5,3,8,6,2,9,7,6,3,4,7,1,7,5,1,8,1,1,5,8,2,1,9,8,5,6,2
403:3,6,1,8,9,7,1,1,2,6,4,1,3,7,5,3,6,5,1,5,2,6,7,2,5,7,3,2,7,8
404:5,4,1,2,3,8,2,7,8,2,7,3,1,7,7,5,3,3,9,6,2,6,3,2,3,9,4,9,6,9
405:3,6,3,1,6,7,4,6,1,4,7,2,1,2,4,4,5,2,3,5,5,2,3,9,8,9,8,5,9,3
406:5,9,2,4,1,4,2,7,8,7,6,7,6,3,6,3,2,9,6,2,2,4,4,5,7,5,7,3,1,4
407:5,8,7,9,5,3,2,7,1,7,4,1,1,1,3,3,2,4,2,1,7,8,5,6,9,4,5,9,9,9
408:5,6,8,1,9,2,6,2,4,5,4,1,2,5,4,9,4,8,4,6,4,9,6,5,8,6,5,6,1,6
409:2,6,2,1,8,7,9,9,6,9,4,8,4,9,2,4,2,4,3,2,7,2,5,8,8,6,6,9,3,3
410:6,5,8,1,6,2,9,4,1,2,8,2,9,5,9,4,3,5,5,8,6,6,9,8,6,3,6,4,8,9
411:9,7,3,8,1,4,6,7,8,1,6,9,7,6,5,8,3,1,9,8,7,6,2,6,5,5,9,2,5,3
412:1,9,2,4,3,3,1,2,9,9,1,7,5,3,7,7,2,1,7,3,9,3,9,8,8,2,8,7,7,1
413:6,5,2,1,1,4,1,2,8,3,8,5,9,1,5,7,5,3,1,3,3,5,2,3,6,7,9,6,1,8
414:6,4,6,7,9,1,2,4,8,2,3,6,9,6,7,3,8,7,9,1,3,4,2,1,7,5,2,7,4,4
415:9,1,1,3,9,6,7,4,4,9,5,8,6,8,7,8,6,2,8,8,1,6,3,6,6,7,2,2,4,7
416:4,3,7,1,8,6,7,3,9,6,9,5,6,2,7,3,6,9,2,7,9,4,1,5,6,6,7,2,5,6
417:3,5,6,1,4,6,6,2,3,2,8,5,2,4,5,5,6,2,5,1,4,4,3,4,2,9,7,5,5,2
418:1,2,9,8,9,7,9,8,2,6,9,8,4,1,3,5,2,7,8,6,5,4,1,6,1,8,9,3,1,9
419:1,7,6,4,7,4,9,3,4,5,6,2,1,7,1,2,7,5,2,6,7,1,6,3,4,4,8,6,1,2
420:1,7,6,4,7,4,9,3,4,5,6,2,1,7,1,2,7,5,2,6,7,5,6,3,4,4,8,6,1,2
421:7,1,3,9,4,1,6,3,3,6,2,3,9,2,7,3,4,1,8,9,8,1,2,7,9,5,4,9,9,9
422:6,1,6,7,8,9,2,9,3,1,9,7,4,6,2,5,8,7,8,9,5,3,2,9,3,8,1,5,1,4
423:5,5,4,7,2,6,4,2,5,5,6,5,5,5,5,5,6,5,8,3,9,4,2,9,5,1,9,4,9,6
424:2,6,9,7,5,1,4,6,5,5,2,5,3,4,9,7,2,3,2,4,5,7,3,6,4,4,6,1,8,7
425:3,8,1,1,3,9,7,7,9,5,9,5,8,9,7,8,7,9,8,2,1,5,1,4,8,2,8,2,1,8
426:3,7,5,6,1,9,2,4,2,7,2,4,9,1,2,9,2,2,2,4,8,8,6,4,9,4,3,8,6,7
427:9,3,2,9,1,4,3,3,6,8,3,1,5,4,9,3,5,9,1,7,5,3,5,9,6,8,8,7,4,3
428:4,5,5,1,5,2,9,3,4,6,8,7,2,9,9,2,2,6,4,2,5,3,2,4,4,3,7,8,2,9
429:2,4,6,3,6,2,8,4,1,3,2,1,1,7,7,4,1,2,6,2,9,3,7,4,7,9,3,5,1,6
430:8,9,1,8,2,4,1,5,2,9,4,9,3,5,2,3,8,9,5,9,9,6,9,8,9,1,7,2,5,2
431:2,9,2,3,1,9,3,3,3,3,9,5,1,4,5,4,3,4,6,9,5,1,3,1,5,6,9,5,5,2
432:6,8,2,2,2,2,2,3,6,7,2,7,5,3,1,4,7,4,4,8,3,9,8,5,8,2,1,5,4,2
433:3,2,6,5,7,7,4,3,5,9,6,4,6,1,8,9,3,9,3,7,4,7,6,4,5,3,8,8,6,5
434:9,1,6,5,4,7,1,7,6,5,6,7,8,4,4,4,9,5,7,9,1,5,2,4,7,3,3,6,1,9
435:4,9,7,5,8,2,5,2,3,2,2,2,8,8,9,6,5,2,2,3,3,3,9,2,1,2,7,2,1,8
436:3,5,3,4,6,7,5,6,3,1,6,2,8,1,8,9,1,2,3,7,2,3,6,7,9,9,6,3,6,4
437:3,3,1,5,9,2,4,2,6,8,1,3,5,5,7,9,8,8,1,6,9,4,4,5,1,7,5,1,2,3
438:3,1,8,6,4,8,8,3,3,3,2,6,6,8,8,9,7,8,8,5,7,5,5,5,9,4,9,9,4,2
439:1,2,4,8,6,3,5,9,4,9,3,7,6,5,4,6,5,8,3,7,8,6,2,2,5,6,4,9,4,7
440:3,8,7,9,4,9,7,1,5,2,2,4,7,3,9,5,8,3,1,1,3,2,4,8,4,4,7,8,3,1
441:1,5,4,4,1,3,8,8,6,1,5,4,2,2,6,1,2,9,3,7,1,4,4,8,5,2,2,4,3,6
442:4,4,6,4,1,2,1,7,3,9,8,9,6,8,9,5,9,2,2,4,4,9,8,8,5,1,5,5,2,7
443:5,9,2,3,1,5,6,6,3,8,3,8,9,9,3,4,4,9,6,7,1,8,4,8,2,7,6,8,4,9
444:9,1,1,6,4,2,8,7,4,7,4,4,2,5,3,4,9,5,9,8,9,2,7,8,5,1,2,6,6,9
445:1,2,9,8,9,7,9,8,2,6,9,8,4,1,3,5,2,7,8,6,5,4,1,6,1,8,9,3,1,6
446:7,5,2,5,9,3,4,4,7,3,9,7,4,5,3,7,3,8,3,8,7,7,6,8,8,9,6,1,1,8
447:2,3,3,8,1,6,1,1,4,4,1,1,1,9,4,1,5,7,3,1,2,9,2,1,8,3,6,4,3,9
448:1,1,3,4,1,4,3,5,3,1,3,4,5,7,1,2,6,9,4,9,4,5,6,2,4,4,9,7,1,2
449:9,1,8,3,1,2,5,4,4,6,9,2,4,8,1,4,2,1,6,1,6,9,7,7,3,2,7,2,2,1
450:3,3,2,6,6,6,7,8,1,6,1,7,6,9,9,5,6,5,4,2,3,8,1,2,8,9,5,7,3,3
